X,Y,OBJECTID,AREASYMBOL,SPATIALVER,FEATSYM,FEATKEY,Rowid_,FEATSYM_1,FEAT_NAME,FEAT_DESC
-71.478128597,41.3860067800001,35,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.5054567879999,41.388132431,36,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.4890911209999,41.375581536,37,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.4797411069999,41.3787289410001,38,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.492288817,41.3708108920001,39,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.7360786629999,41.9428665980001,40,RI600,12,WAT,229381,13,WAT,Water,"Small, natural or constructed lake, pond, or pit that contains water most of the year"
-71.455477172,41.944637023,41,RI600,12,WAT,229381,13,WAT,Water,"Small, natural or constructed lake, pond, or pit that contains water most of the year"
-71.673871528,41.9416730140001,42,RI600,12,WAT,229381,13,WAT,Water,"Small, natural or constructed lake, pond, or pit that contains water most of the year"
-71.4606850169999,41.945818537,43,RI600,12,WAT,229381,13,WAT,Water,"Small, natural or constructed lake, pond, or pit that contains water most of the year"
-71.6727069459999,41.942672305,44,RI600,12,WAT,229381,13,WAT,Water,"Small, natural or constructed lake, pond, or pit that contains water most of the year"
-71.6816826259999,41.926141682,45,RI600,12,WAT,229381,13,WAT,Water,"Small, natural or constructed lake, pond, or pit that contains water most of the year"
-71.6797831169999,41.9383982040001,46,RI600,12,WAT,229381,13,WAT,Water,"Small, natural or constructed lake, pond, or pit that contains water most of the year"
-71.607587768,42.000742804,47,RI600,12,WAT,229381,13,WAT,Water,"Small, natural or constructed lake, pond, or pit that contains water most of the year"
-71.418368473,42.0034251810001,48,RI600,12,WAT,229381,13,WAT,Water,"Small, natural or constructed lake, pond, or pit that contains water most of the year"
-71.600472371,42.0080590320001,49,RI600,12,WAT,229381,13,WAT,Water,"Small, natural or constructed lake, pond, or pit that contains water most of the year"
-71.601335706,42.0057234980001,50,RI600,12,WAT,229381,13,WAT,Water,"Small, natural or constructed lake, pond, or pit that contains water most of the year"
-71.409602677,42.01455702,51,RI600,12,WAT,229381,13,WAT,Water,"Small, natural or constructed lake, pond, or pit that contains water most of the year"
-71.584292278,42.0098390140001,52,RI600,12,WAT,229381,13,WAT,Water,"Small, natural or constructed lake, pond, or pit that contains water most of the year"
-71.510340419,42.011286904,53,RI600,12,WAT,229381,13,WAT,Water,"Small, natural or constructed lake, pond, or pit that contains water most of the year"
-71.397996424,42.0136194190001,54,RI600,12,WAT,229381,13,WAT,Water,"Small, natural or constructed lake, pond, or pit that contains water most of the year"
-71.388031513,41.672433864,55,RI600,12,WAT,229381,13,WAT,Water,"Small, natural or constructed lake, pond, or pit that contains water most of the year"
-71.38719567,41.6720080630001,56,RI600,12,WAT,229381,13,WAT,Water,"Small, natural or constructed lake, pond, or pit that contains water most of the year"
-71.4285090659999,41.741636537,57,RI600,12,WAT,229381,13,WAT,Water,"Small, natural or constructed lake, pond, or pit that contains water most of the year"
-71.384310786,41.7104887130001,58,RI600,12,WAT,229381,13,WAT,Water,"Small, natural or constructed lake, pond, or pit that contains water most of the year"
-71.383983052,41.709880856,59,RI600,12,WAT,229381,13,WAT,Water,"Small, natural or constructed lake, pond, or pit that contains water most of the year"
-71.494780084,41.637373365,60,RI600,12,WAT,229381,13,WAT,Water,"Small, natural or constructed lake, pond, or pit that contains water most of the year"
-71.425222522,41.6452661020001,61,RI600,12,WAT,229381,13,WAT,Water,"Small, natural or constructed lake, pond, or pit that contains water most of the year"
-71.492476906,41.640421195,62,RI600,12,WAT,229381,13,WAT,Water,"Small, natural or constructed lake, pond, or pit that contains water most of the year"
-71.41280138,41.6497378490001,63,RI600,12,WAT,229381,13,WAT,Water,"Small, natural or constructed lake, pond, or pit that contains water most of the year"
-71.480416184,41.6168090360001,64,RI600,12,WAT,229381,13,WAT,Water,"Small, natural or constructed lake, pond, or pit that contains water most of the year"
-71.4797129419999,41.6168527900001,65,RI600,12,WAT,229381,13,WAT,Water,"Small, natural or constructed lake, pond, or pit that contains water most of the year"
-71.484356852,41.5923265010001,66,RI600,12,WAT,229381,13,WAT,Water,"Small, natural or constructed lake, pond, or pit that contains water most of the year"
-71.4708846199999,41.609080921,67,RI600,12,WAT,229381,13,WAT,Water,"Small, natural or constructed lake, pond, or pit that contains water most of the year"
-71.472562173,41.6071146940001,68,RI600,12,WAT,229381,13,WAT,Water,"Small, natural or constructed lake, pond, or pit that contains water most of the year"
-71.6801370009999,41.9244336180001,69,RI600,12,WAT,229381,13,WAT,Water,"Small, natural or constructed lake, pond, or pit that contains water most of the year"
-71.653815645,41.9139057790001,70,RI600,12,WAT,229381,13,WAT,Water,"Small, natural or constructed lake, pond, or pit that contains water most of the year"
-71.448156919,41.918357073,71,RI600,12,WAT,229381,13,WAT,Water,"Small, natural or constructed lake, pond, or pit that contains water most of the year"
-71.553828585,41.9170273670001,72,RI600,12,WAT,229381,13,WAT,Water,"Small, natural or constructed lake, pond, or pit that contains water most of the year"
-71.618257429,41.916453711,73,RI600,12,WAT,229381,13,WAT,Water,"Small, natural or constructed lake, pond, or pit that contains water most of the year"
-71.666352793,41.911140086,74,RI600,12,WAT,229381,13,WAT,Water,"Small, natural or constructed lake, pond, or pit that contains water most of the year"
-71.6665997229999,41.910633987,75,RI600,12,WAT,229381,13,WAT,Water,"Small, natural or constructed lake, pond, or pit that contains water most of the year"
-71.614912546,41.8981048850001,76,RI600,12,WAT,229381,13,WAT,Water,"Small, natural or constructed lake, pond, or pit that contains water most of the year"
-71.584449188,41.909824798,77,RI600,12,WAT,229381,13,WAT,Water,"Small, natural or constructed lake, pond, or pit that contains water most of the year"
-71.7830449849999,41.9030709950001,78,RI600,12,WAT,229381,13,WAT,Water,"Small, natural or constructed lake, pond, or pit that contains water most of the year"
-71.7461647769999,41.8769492960001,79,RI600,12,WAT,229381,13,WAT,Water,"Small, natural or constructed lake, pond, or pit that contains water most of the year"
-71.668532591,41.9008514670001,80,RI600,12,WAT,229381,13,WAT,Water,"Small, natural or constructed lake, pond, or pit that contains water most of the year"
-71.785837165,41.9003666580001,81,RI600,12,WAT,229381,13,WAT,Water,"Small, natural or constructed lake, pond, or pit that contains water most of the year"
-71.552746817,41.8845226810001,82,RI600,12,WAT,229381,13,WAT,Water,"Small, natural or constructed lake, pond, or pit that contains water most of the year"
-71.515643986,41.886304506,83,RI600,12,WAT,229381,13,WAT,Water,"Small, natural or constructed lake, pond, or pit that contains water most of the year"
-71.6000593099999,41.8850049750001,84,RI600,12,WAT,229381,13,WAT,Water,"Small, natural or constructed lake, pond, or pit that contains water most of the year"
-71.6024047339999,41.8862242070001,85,RI600,12,WAT,229381,13,WAT,Water,"Small, natural or constructed lake, pond, or pit that contains water most of the year"
-71.443298767,41.873688735,86,RI600,12,WAT,229381,13,WAT,Water,"Small, natural or constructed lake, pond, or pit that contains water most of the year"
-71.4770019,41.8055716850001,87,RI600,12,WAT,229381,13,WAT,Water,"Small, natural or constructed lake, pond, or pit that contains water most of the year"
-71.444239888,41.5090175870001,88,RI600,12,WAT,229381,13,WAT,Water,"Small, natural or constructed lake, pond, or pit that contains water most of the year"
-71.5105585169999,41.4848996650001,89,RI600,12,WAT,229381,13,WAT,Water,"Small, natural or constructed lake, pond, or pit that contains water most of the year"
-71.469117377,41.550327968,90,RI600,12,WAT,229381,13,WAT,Water,"Small, natural or constructed lake, pond, or pit that contains water most of the year"
-71.502364534,41.5527344120001,91,RI600,12,WAT,229381,13,WAT,Water,"Small, natural or constructed lake, pond, or pit that contains water most of the year"
-71.466038704,41.5532846,92,RI600,12,WAT,229381,13,WAT,Water,"Small, natural or constructed lake, pond, or pit that contains water most of the year"
-71.487501408,41.428812828,93,RI600,12,WAT,229381,13,WAT,Water,"Small, natural or constructed lake, pond, or pit that contains water most of the year"
-71.4811356869999,41.4272578160001,94,RI600,12,WAT,229381,13,WAT,Water,"Small, natural or constructed lake, pond, or pit that contains water most of the year"
-71.4824980019999,41.9298440520001,95,RI600,12,WAT,229381,13,WAT,Water,"Small, natural or constructed lake, pond, or pit that contains water most of the year"
-71.491230226,41.5867472900001,96,RI600,12,WAT,229381,13,WAT,Water,"Small, natural or constructed lake, pond, or pit that contains water most of the year"
-71.452795271,41.5569487180001,97,RI600,12,WAT,229381,13,WAT,Water,"Small, natural or constructed lake, pond, or pit that contains water most of the year"
-71.5097184859999,42.0096652300001,98,RI600,12,WAT,229381,13,WAT,Water,"Small, natural or constructed lake, pond, or pit that contains water most of the year"
-71.509139762,42.0088415340001,99,RI600,12,WAT,229381,13,WAT,Water,"Small, natural or constructed lake, pond, or pit that contains water most of the year"
-71.467439278,41.825270785,100,RI600,12,WAT,229381,13,WAT,Water,"Small, natural or constructed lake, pond, or pit that contains water most of the year"
-71.463677527,41.8246224260001,101,RI600,12,WAT,229381,13,WAT,Water,"Small, natural or constructed lake, pond, or pit that contains water most of the year"
-71.458441378,41.952948206,102,RI600,12,WAT,229381,13,WAT,Water,"Small, natural or constructed lake, pond, or pit that contains water most of the year"
-71.4718686909999,41.7177159030001,103,RI600,12,WAT,229381,13,WAT,Water,"Small, natural or constructed lake, pond, or pit that contains water most of the year"
-71.548087954,41.9451801870001,104,RI600,12,WAT,229381,13,WAT,Water,"Small, natural or constructed lake, pond, or pit that contains water most of the year"
-71.38980931,41.525578088,105,RI600,12,WAT,229381,13,WAT,Water,"Small, natural or constructed lake, pond, or pit that contains water most of the year"
-71.484024931,41.3628641780001,106,RI600,12,WAT,229381,13,WAT,Water,"Small, natural or constructed lake, pond, or pit that contains water most of the year"
-71.4982641079999,41.3977451330001,107,RI600,12,WAT,229381,13,WAT,Water,"Small, natural or constructed lake, pond, or pit that contains water most of the year"
-71.472710868,41.4206468420001,108,RI600,12,WAT,229381,13,WAT,Water,"Small, natural or constructed lake, pond, or pit that contains water most of the year"
-71.509741616,41.439132794,109,RI600,12,WAT,229381,13,WAT,Water,"Small, natural or constructed lake, pond, or pit that contains water most of the year"
-71.508445272,41.4365588800001,110,RI600,12,WAT,229381,13,WAT,Water,"Small, natural or constructed lake, pond, or pit that contains water most of the year"
-71.500345,41.432832788,111,RI600,12,WAT,229381,13,WAT,Water,"Small, natural or constructed lake, pond, or pit that contains water most of the year"
-71.489891928,41.9472868770001,112,RI600,12,STV,229379,12,STV,Very Stony Spot,An area with more than 3 percent of the surface covered by rock fragments that are greater than 10 inches in diameter
-71.7765929299999,41.9394984130001,113,RI600,12,STV,229379,12,STV,Very Stony Spot,An area with more than 3 percent of the surface covered by rock fragments that are greater than 10 inches in diameter
-71.797259017,41.937762521,114,RI600,12,STV,229379,12,STV,Very Stony Spot,An area with more than 3 percent of the surface covered by rock fragments that are greater than 10 inches in diameter
-71.7810542829999,41.937791858,115,RI600,12,STV,229379,12,STV,Very Stony Spot,An area with more than 3 percent of the surface covered by rock fragments that are greater than 10 inches in diameter
-71.598272455,41.942249019,116,RI600,12,STV,229379,12,STV,Very Stony Spot,An area with more than 3 percent of the surface covered by rock fragments that are greater than 10 inches in diameter
-71.794222588,41.9379355240001,117,RI600,12,STV,229379,12,STV,Very Stony Spot,An area with more than 3 percent of the surface covered by rock fragments that are greater than 10 inches in diameter
-71.779310847,41.9384464840001,118,RI600,12,STV,229379,12,STV,Very Stony Spot,An area with more than 3 percent of the surface covered by rock fragments that are greater than 10 inches in diameter
-71.7784570649999,41.9388769780001,119,RI600,12,STV,229379,12,STV,Very Stony Spot,An area with more than 3 percent of the surface covered by rock fragments that are greater than 10 inches in diameter
-71.5973452499999,41.943220146,120,RI600,12,STV,229379,12,STV,Very Stony Spot,An area with more than 3 percent of the surface covered by rock fragments that are greater than 10 inches in diameter
-71.784816081,41.9391099960001,121,RI600,12,STV,229379,12,STV,Very Stony Spot,An area with more than 3 percent of the surface covered by rock fragments that are greater than 10 inches in diameter
-71.5882428369999,41.948099923,122,RI600,12,STV,229379,12,STV,Very Stony Spot,An area with more than 3 percent of the surface covered by rock fragments that are greater than 10 inches in diameter
-71.598643103,41.9437580960001,123,RI600,12,STV,229379,12,STV,Very Stony Spot,An area with more than 3 percent of the surface covered by rock fragments that are greater than 10 inches in diameter
-71.48814715,41.9487161610001,124,RI600,12,STV,229379,12,STV,Very Stony Spot,An area with more than 3 percent of the surface covered by rock fragments that are greater than 10 inches in diameter
-71.4875221949999,41.9491935940001,125,RI600,12,STV,229379,12,STV,Very Stony Spot,An area with more than 3 percent of the surface covered by rock fragments that are greater than 10 inches in diameter
-71.490858192,41.9474595450001,126,RI600,12,STV,229379,12,STV,Very Stony Spot,An area with more than 3 percent of the surface covered by rock fragments that are greater than 10 inches in diameter
-71.491530253,41.9474855290001,127,RI600,12,STV,229379,12,STV,Very Stony Spot,An area with more than 3 percent of the surface covered by rock fragments that are greater than 10 inches in diameter
-71.537158822,41.95383415,128,RI600,12,STV,229379,12,STV,Very Stony Spot,An area with more than 3 percent of the surface covered by rock fragments that are greater than 10 inches in diameter
-71.6872068019999,41.9484177640001,129,RI600,12,STV,229379,12,STV,Very Stony Spot,An area with more than 3 percent of the surface covered by rock fragments that are greater than 10 inches in diameter
-71.537612955,41.954256431,130,RI600,12,STV,229379,12,STV,Very Stony Spot,An area with more than 3 percent of the surface covered by rock fragments that are greater than 10 inches in diameter
-71.671931285,41.954164565,131,RI600,12,STV,229379,12,STV,Very Stony Spot,An area with more than 3 percent of the surface covered by rock fragments that are greater than 10 inches in diameter
-71.672808201,41.953567773,132,RI600,12,STV,229379,12,STV,Very Stony Spot,An area with more than 3 percent of the surface covered by rock fragments that are greater than 10 inches in diameter
-71.538423987,41.9548958020001,133,RI600,12,STV,229379,12,STV,Very Stony Spot,An area with more than 3 percent of the surface covered by rock fragments that are greater than 10 inches in diameter
-71.487033028,41.9574130570001,134,RI600,12,STV,229379,12,STV,Very Stony Spot,An area with more than 3 percent of the surface covered by rock fragments that are greater than 10 inches in diameter
-71.664915967,41.9703669530001,135,RI600,12,STV,229379,12,STV,Very Stony Spot,An area with more than 3 percent of the surface covered by rock fragments that are greater than 10 inches in diameter
-71.643910917,41.977783093,136,RI600,12,STV,229379,12,STV,Very Stony Spot,An area with more than 3 percent of the surface covered by rock fragments that are greater than 10 inches in diameter
-71.660966915,41.9716249090001,137,RI600,12,STV,229379,12,STV,Very Stony Spot,An area with more than 3 percent of the surface covered by rock fragments that are greater than 10 inches in diameter
-71.666851682,41.9748789320001,138,RI600,12,STV,229379,12,STV,Very Stony Spot,An area with more than 3 percent of the surface covered by rock fragments that are greater than 10 inches in diameter
-71.666724614,41.9754582890001,139,RI600,12,STV,229379,12,STV,Very Stony Spot,An area with more than 3 percent of the surface covered by rock fragments that are greater than 10 inches in diameter
-71.661602263,41.972618836,140,RI600,12,STV,229379,12,STV,Very Stony Spot,An area with more than 3 percent of the surface covered by rock fragments that are greater than 10 inches in diameter
-71.478745336,41.654744694,141,RI600,12,STV,229379,12,STV,Very Stony Spot,An area with more than 3 percent of the surface covered by rock fragments that are greater than 10 inches in diameter
-71.498939018,41.6506999220001,142,RI600,12,STV,229379,12,STV,Very Stony Spot,An area with more than 3 percent of the surface covered by rock fragments that are greater than 10 inches in diameter
-71.4360708839999,41.6388836180001,143,RI600,12,STV,229379,12,STV,Very Stony Spot,An area with more than 3 percent of the surface covered by rock fragments that are greater than 10 inches in diameter
-71.473341186,41.639856756,144,RI600,12,STV,229379,12,STV,Very Stony Spot,An area with more than 3 percent of the surface covered by rock fragments that are greater than 10 inches in diameter
-71.4728503429999,41.6404391310001,145,RI600,12,STV,229379,12,STV,Very Stony Spot,An area with more than 3 percent of the surface covered by rock fragments that are greater than 10 inches in diameter
-71.436234667,41.6413299610001,146,RI600,12,STV,229379,12,STV,Very Stony Spot,An area with more than 3 percent of the surface covered by rock fragments that are greater than 10 inches in diameter
-71.426613415,41.7179253040001,147,RI600,12,STV,229379,12,STV,Very Stony Spot,An area with more than 3 percent of the surface covered by rock fragments that are greater than 10 inches in diameter
-71.427416401,41.7176830670001,148,RI600,12,STV,229379,12,STV,Very Stony Spot,An area with more than 3 percent of the surface covered by rock fragments that are greater than 10 inches in diameter
-71.4916880009999,41.6760481410001,149,RI600,12,STV,229379,12,STV,Very Stony Spot,An area with more than 3 percent of the surface covered by rock fragments that are greater than 10 inches in diameter
-71.492920811,41.6765436790001,150,RI600,12,STV,229379,12,STV,Very Stony Spot,An area with more than 3 percent of the surface covered by rock fragments that are greater than 10 inches in diameter
-71.492534908,41.6605795040001,151,RI600,12,STV,229379,12,STV,Very Stony Spot,An area with more than 3 percent of the surface covered by rock fragments that are greater than 10 inches in diameter
-71.4852748389999,41.664744641,152,RI600,12,STV,229379,12,STV,Very Stony Spot,An area with more than 3 percent of the surface covered by rock fragments that are greater than 10 inches in diameter
-71.490143551,41.675140549,153,RI600,12,STV,229379,12,STV,Very Stony Spot,An area with more than 3 percent of the surface covered by rock fragments that are greater than 10 inches in diameter
-71.7811308939999,41.9372540750001,154,RI600,12,STV,229379,12,STV,Very Stony Spot,An area with more than 3 percent of the surface covered by rock fragments that are greater than 10 inches in diameter
-71.782284746,41.935420449,155,RI600,12,STV,229379,12,STV,Very Stony Spot,An area with more than 3 percent of the surface covered by rock fragments that are greater than 10 inches in diameter
-71.797476611,41.933992844,156,RI600,12,STV,229379,12,STV,Very Stony Spot,An area with more than 3 percent of the surface covered by rock fragments that are greater than 10 inches in diameter
-71.761578259,41.9259966760001,157,RI600,12,STV,229379,12,STV,Very Stony Spot,An area with more than 3 percent of the surface covered by rock fragments that are greater than 10 inches in diameter
-71.782680038,41.9262881980001,158,RI600,12,STV,229379,12,STV,Very Stony Spot,An area with more than 3 percent of the surface covered by rock fragments that are greater than 10 inches in diameter
-71.796510848,41.926307476,159,RI600,12,STV,229379,12,STV,Very Stony Spot,An area with more than 3 percent of the surface covered by rock fragments that are greater than 10 inches in diameter
-71.784273941,41.9267176870001,160,RI600,12,STV,229379,12,STV,Very Stony Spot,An area with more than 3 percent of the surface covered by rock fragments that are greater than 10 inches in diameter
-71.7837623089999,41.926937292,161,RI600,12,STV,229379,12,STV,Very Stony Spot,An area with more than 3 percent of the surface covered by rock fragments that are greater than 10 inches in diameter
-71.785698193,41.9269037650001,162,RI600,12,STV,229379,12,STV,Very Stony Spot,An area with more than 3 percent of the surface covered by rock fragments that are greater than 10 inches in diameter
-71.7856284549999,41.9247350320001,163,RI600,12,STV,229379,12,STV,Very Stony Spot,An area with more than 3 percent of the surface covered by rock fragments that are greater than 10 inches in diameter
-71.6623936839999,41.922249127,164,RI600,12,STV,229379,12,STV,Very Stony Spot,An area with more than 3 percent of the surface covered by rock fragments that are greater than 10 inches in diameter
-71.760970739,41.9255879730001,165,RI600,12,STV,229379,12,STV,Very Stony Spot,An area with more than 3 percent of the surface covered by rock fragments that are greater than 10 inches in diameter
-71.785619571,41.925838592,166,RI600,12,STV,229379,12,STV,Very Stony Spot,An area with more than 3 percent of the surface covered by rock fragments that are greater than 10 inches in diameter
-71.7967892949999,41.9310826460001,167,RI600,12,STV,229379,12,STV,Very Stony Spot,An area with more than 3 percent of the surface covered by rock fragments that are greater than 10 inches in diameter
-71.795897125,41.9306135950001,168,RI600,12,STV,229379,12,STV,Very Stony Spot,An area with more than 3 percent of the surface covered by rock fragments that are greater than 10 inches in diameter
-71.797423135,41.9302297040001,169,RI600,12,STV,229379,12,STV,Very Stony Spot,An area with more than 3 percent of the surface covered by rock fragments that are greater than 10 inches in diameter
-71.796329296,41.928509234,170,RI600,12,STV,229379,12,STV,Very Stony Spot,An area with more than 3 percent of the surface covered by rock fragments that are greater than 10 inches in diameter
-71.7858894679999,41.9276150530001,171,RI600,12,STV,229379,12,STV,Very Stony Spot,An area with more than 3 percent of the surface covered by rock fragments that are greater than 10 inches in diameter
-71.475976122,41.585207919,172,RI600,12,STV,229379,12,STV,Very Stony Spot,An area with more than 3 percent of the surface covered by rock fragments that are greater than 10 inches in diameter
-71.475286963,41.5873121120001,173,RI600,12,STV,229379,12,STV,Very Stony Spot,An area with more than 3 percent of the surface covered by rock fragments that are greater than 10 inches in diameter
-71.4770082699999,41.5878559290001,174,RI600,12,STV,229379,12,STV,Very Stony Spot,An area with more than 3 percent of the surface covered by rock fragments that are greater than 10 inches in diameter
-71.476311064,41.5876323,175,RI600,12,STV,229379,12,STV,Very Stony Spot,An area with more than 3 percent of the surface covered by rock fragments that are greater than 10 inches in diameter
-71.478161116,41.58684943,176,RI600,12,STV,229379,12,STV,Very Stony Spot,An area with more than 3 percent of the surface covered by rock fragments that are greater than 10 inches in diameter
-71.473892717,41.5868514430001,177,RI600,12,STV,229379,12,STV,Very Stony Spot,An area with more than 3 percent of the surface covered by rock fragments that are greater than 10 inches in diameter
-71.472208625,41.5868470840001,178,RI600,12,STV,229379,12,STV,Very Stony Spot,An area with more than 3 percent of the surface covered by rock fragments that are greater than 10 inches in diameter
-71.511950247,41.5878130140001,179,RI600,12,STV,229379,12,STV,Very Stony Spot,An area with more than 3 percent of the surface covered by rock fragments that are greater than 10 inches in diameter
-71.469611409,41.5895913190001,180,RI600,12,STV,229379,12,STV,Very Stony Spot,An area with more than 3 percent of the surface covered by rock fragments that are greater than 10 inches in diameter
-71.497010845,41.5767908110001,181,RI600,12,STV,229379,12,STV,Very Stony Spot,An area with more than 3 percent of the surface covered by rock fragments that are greater than 10 inches in diameter
